id,user_id,orderId,date,amount,coins,payment_method,status,description
629,272,ORDER000629,52:10.2,300.67,87,momo,completed,Transaction for 87 coins via momo.
630,267,ORDER000630,52:10.2,693.84,18,zalopay,failed,Transaction for 18 coins via zalopay.
631,97,ORDER000631,52:10.2,483.62,42,momo,failed,Transaction for 42 coins via momo.
632,194,ORDER000632,52:10.2,982.99,35,zalopay,pending,Transaction for 35 coins via zalopay.
633,79,ORDER000633,52:10.2,969.24,46,momo,pending,Transaction for 46 coins via momo.
634,460,ORDER000634,52:10.2,778.2,14,zalopay,failed,Transaction for 14 coins via zalopay.
635,426,ORDER000635,52:10.2,746.6,12,momo,pending,Transaction for 12 coins via momo.
636,227,ORDER000636,52:10.2,573.99,22,code,pending,Transaction for 22 coins via code.
637,412,ORDER000637,52:10.2,133.53,46,code,failed,Transaction for 46 coins via code.
638,179,ORDER000638,52:10.2,204.61,83,zalopay,failed,Transaction for 83 coins via zalopay.
639,68,ORDER000639,52:10.2,438.89,23,momo,completed,Transaction for 23 coins via momo.
640,211,ORDER000640,52:10.2,55.05,24,momo,pending,Transaction for 24 coins via momo.
641,137,ORDER000641,52:10.2,98.65,13,code,completed,Transaction for 13 coins via code.
642,291,ORDER000642,52:10.2,119.51,87,zalopay,pending,Transaction for 87 coins via zalopay.
643,472,ORDER000643,52:10.2,428.16,9,zalopay,pending,Transaction for 9 coins via zalopay.
644,175,ORDER000644,52:10.2,57.47,44,momo,pending,Transaction for 44 coins via momo.
645,442,ORDER000645,52:10.2,182.28,54,code,completed,Transaction for 54 coins via code.
646,99,ORDER000646,52:10.2,146.96,94,zalopay,completed,Transaction for 94 coins via zalopay.
647,435,ORDER000647,52:10.2,950.88,74,momo,pending,Transaction for 74 coins via momo.
648,102,ORDER000648,52:10.2,33.17,83,code,completed,Transaction for 83 coins via code.
649,436,ORDER000649,52:10.2,620.82,26,momo,failed,Transaction for 26 coins via momo.
650,5,ORDER000650,52:10.2,328.89,3,zalopay,pending,Transaction for 3 coins via zalopay.
651,52,ORDER000651,52:10.2,378.63,64,code,completed,Transaction for 64 coins via code.
652,233,ORDER000652,52:10.2,275.64,6,zalopay,pending,Transaction for 6 coins via zalopay.
653,382,ORDER000653,52:10.2,807.47,66,momo,pending,Transaction for 66 coins via momo.
654,119,ORDER000654,52:10.2,446.31,79,zalopay,completed,Transaction for 79 coins via zalopay.
655,409,ORDER000655,52:10.2,940.3,50,momo,failed,Transaction for 50 coins via momo.
656,386,ORDER000656,52:10.2,236.15,89,momo,pending,Transaction for 89 coins via momo.
657,391,ORDER000657,52:10.2,581.23,8,code,pending,Transaction for 8 coins via code.
658,373,ORDER000658,52:10.2,525.14,34,momo,pending,Transaction for 34 coins via momo.
659,422,ORDER000659,52:10.2,562.42,88,code,failed,Transaction for 88 coins via code.
660,336,ORDER000660,52:10.2,139.89,32,zalopay,completed,Transaction for 32 coins via zalopay.
661,277,ORDER000661,52:10.2,298.62,84,code,completed,Transaction for 84 coins via code.
662,195,ORDER000662,52:10.2,710.66,40,momo,failed,Transaction for 40 coins via momo.
663,368,ORDER000663,52:10.2,695.14,35,momo,pending,Transaction for 35 coins via momo.
664,401,ORDER000664,52:10.2,481.72,38,zalopay,failed,Transaction for 38 coins via zalopay.
665,381,ORDER000665,52:10.2,639.38,27,momo,pending,Transaction for 27 coins via momo.
666,90,ORDER000666,52:10.2,37.45,61,code,completed,Transaction for 61 coins via code.
667,9,ORDER000667,52:10.2,827.13,71,momo,failed,Transaction for 71 coins via momo.
668,17,ORDER000668,52:10.2,674.28,14,momo,failed,Transaction for 14 coins via momo.
669,399,ORDER000669,52:10.2,487.88,76,momo,pending,Transaction for 76 coins via momo.
670,187,ORDER000670,52:10.2,775.16,3,code,completed,Transaction for 3 coins via code.
671,248,ORDER000671,52:10.2,326.48,98,code,pending,Transaction for 98 coins via code.
672,77,ORDER000672,52:10.2,817.01,93,momo,failed,Transaction for 93 coins via momo.
673,470,ORDER000673,52:10.2,864.86,75,momo,completed,Transaction for 75 coins via momo.
674,373,ORDER000674,52:10.2,823.5,57,code,pending,Transaction for 57 coins via code.
675,296,ORDER000675,52:10.2,517.67,48,code,pending,Transaction for 48 coins via code.
676,338,ORDER000676,52:10.2,866.18,2,code,pending,Transaction for 2 coins via code.
677,80,ORDER000677,52:10.2,716.2,24,code,pending,Transaction for 24 coins via code.
678,217,ORDER000678,52:10.2,93.25,12,code,failed,Transaction for 12 coins via code.
679,251,ORDER000679,52:10.2,475.79,10,momo,failed,Transaction for 10 coins via momo.
680,482,ORDER000680,52:10.2,681.36,91,momo,failed,Transaction for 91 coins via momo.
681,463,ORDER000681,52:10.2,505.36,97,zalopay,completed,Transaction for 97 coins via zalopay.
682,399,ORDER000682,52:10.2,972.09,82,code,pending,Transaction for 82 coins via code.
683,45,ORDER000683,52:10.2,722.44,48,momo,failed,Transaction for 48 coins via momo.
684,247,ORDER000684,52:10.2,586.96,5,zalopay,failed,Transaction for 5 coins via zalopay.
685,17,ORDER000685,52:10.2,771.24,33,zalopay,pending,Transaction for 33 coins via zalopay.
686,385,ORDER000686,52:10.2,67.39,15,zalopay,completed,Transaction for 15 coins via zalopay.
687,175,ORDER000687,52:10.2,391.08,10,zalopay,pending,Transaction for 10 coins via zalopay.
688,175,ORDER000688,52:10.2,527.38,29,momo,failed,Transaction for 29 coins via momo.
689,334,ORDER000689,52:10.2,657.31,14,zalopay,pending,Transaction for 14 coins via zalopay.
690,368,ORDER000690,52:10.2,469.08,27,zalopay,pending,Transaction for 27 coins via zalopay.
691,234,ORDER000691,52:10.2,516.23,11,zalopay,completed,Transaction for 11 coins via zalopay.
692,144,ORDER000692,52:10.2,77.38,48,momo,failed,Transaction for 48 coins via momo.
693,448,ORDER000693,52:10.2,479.83,20,code,pending,Transaction for 20 coins via code.
694,69,ORDER000694,52:10.2,602.85,54,code,completed,Transaction for 54 coins via code.
695,209,ORDER000695,52:10.2,128.69,84,code,pending,Transaction for 84 coins via code.
696,160,ORDER000696,52:10.2,925.7,16,momo,pending,Transaction for 16 coins via momo.
697,131,ORDER000697,52:10.2,938.34,76,code,pending,Transaction for 76 coins via code.
698,369,ORDER000698,52:10.2,531.1,34,zalopay,completed,Transaction for 34 coins via zalopay.
699,13,ORDER000699,52:10.2,344.78,62,momo,completed,Transaction for 62 coins via momo.
700,6,ORDER000700,52:10.2,73.65,41,momo,completed,Transaction for 41 coins via momo.
701,245,ORDER000701,52:10.2,795.61,98,code,pending,Transaction for 98 coins via code.
702,275,ORDER000702,52:10.2,186.17,20,zalopay,failed,Transaction for 20 coins via zalopay.
703,148,ORDER000703,52:10.2,859.34,8,code,failed,Transaction for 8 coins via code.
704,403,ORDER000704,52:10.2,700.6,86,code,completed,Transaction for 86 coins via code.
705,349,ORDER000705,52:10.2,361.52,66,code,completed,Transaction for 66 coins via code.
706,330,ORDER000706,52:10.2,340.62,67,momo,failed,Transaction for 67 coins via momo.
707,60,ORDER000707,52:10.2,303.44,17,zalopay,completed,Transaction for 17 coins via zalopay.
708,380,ORDER000708,52:10.2,528.04,64,zalopay,failed,Transaction for 64 coins via zalopay.
709,475,ORDER000709,52:10.2,970.01,31,zalopay,completed,Transaction for 31 coins via zalopay.
710,48,ORDER000710,52:10.2,207.05,43,momo,completed,Transaction for 43 coins via momo.
711,300,ORDER000711,52:10.2,723.37,14,zalopay,failed,Transaction for 14 coins via zalopay.
712,419,ORDER000712,52:10.2,624.96,13,momo,completed,Transaction for 13 coins via momo.
713,111,ORDER000713,52:10.2,352.24,10,code,completed,Transaction for 10 coins via code.
714,266,ORDER000714,52:10.2,777.62,20,momo,completed,Transaction for 20 coins via momo.
715,60,ORDER000715,52:10.2,206.62,25,momo,pending,Transaction for 25 coins via momo.
716,234,ORDER000716,52:10.2,233.14,43,code,failed,Transaction for 43 coins via code.
717,309,ORDER000717,52:10.2,332.8,59,code,failed,Transaction for 59 coins via code.
718,354,ORDER000718,52:10.2,497.07,71,code,pending,Transaction for 71 coins via code.
719,316,ORDER000719,52:10.2,844.55,54,momo,failed,Transaction for 54 coins via momo.
720,277,ORDER000720,52:10.2,407.01,99,code,pending,Transaction for 99 coins via code.
721,53,ORDER000721,52:10.2,855.97,83,zalopay,pending,Transaction for 83 coins via zalopay.
722,198,ORDER000722,52:10.2,890.38,95,momo,pending,Transaction for 95 coins via momo.
723,204,ORDER000723,52:10.2,316.18,1,code,failed,Transaction for 1 coins via code.
724,219,ORDER000724,52:10.2,20.84,27,momo,completed,Transaction for 27 coins via momo.
725,217,ORDER000725,52:10.2,140.2,31,zalopay,completed,Transaction for 31 coins via zalopay.
726,311,ORDER000726,52:10.2,935.53,93,code,completed,Transaction for 93 coins via code.
727,2,ORDER000727,52:10.2,259.07,63,code,pending,Transaction for 63 coins via code.
728,248,ORDER000728,52:10.2,962.04,81,momo,failed,Transaction for 81 coins via momo.
729,44,ORDER000729,52:10.2,150.35,22,momo,pending,Transaction for 22 coins via momo.
730,89,ORDER000730,52:10.2,558.89,43,zalopay,pending,Transaction for 43 coins via zalopay.
731,84,ORDER000731,52:10.2,560.63,64,momo,failed,Transaction for 64 coins via momo.
732,185,ORDER000732,52:10.2,777.48,44,momo,failed,Transaction for 44 coins via momo.
733,267,ORDER000733,52:10.2,195.41,62,zalopay,pending,Transaction for 62 coins via zalopay.
734,31,ORDER000734,52:10.2,825.42,77,momo,pending,Transaction for 77 coins via momo.
735,40,ORDER000735,52:10.2,280.19,83,code,failed,Transaction for 83 coins via code.
736,452,ORDER000736,52:10.2,675.58,80,code,completed,Transaction for 80 coins via code.
737,384,ORDER000737,52:10.2,921.51,64,zalopay,failed,Transaction for 64 coins via zalopay.
738,13,ORDER000738,52:10.2,873.09,72,momo,pending,Transaction for 72 coins via momo.
739,274,ORDER000739,52:10.2,358.95,9,zalopay,pending,Transaction for 9 coins via zalopay.
740,302,ORDER000740,52:10.2,777.9,82,momo,completed,Transaction for 82 coins via momo.
741,371,ORDER000741,52:10.2,253.17,41,momo,completed,Transaction for 41 coins via momo.
742,264,ORDER000742,52:10.2,40.64,7,code,completed,Transaction for 7 coins via code.
743,326,ORDER000743,52:10.2,193.66,46,zalopay,failed,Transaction for 46 coins via zalopay.
744,373,ORDER000744,52:10.2,647.45,100,code,completed,Transaction for 100 coins via code.
745,271,ORDER000745,52:10.2,668.14,47,code,completed,Transaction for 47 coins via code.
746,366,ORDER000746,52:10.2,67.25,10,zalopay,failed,Transaction for 10 coins via zalopay.
747,394,ORDER000747,52:10.2,586.31,97,zalopay,completed,Transaction for 97 coins via zalopay.
748,380,ORDER000748,52:10.2,23.92,6,code,pending,Transaction for 6 coins via code.
749,46,ORDER000749,52:10.2,75.33,39,zalopay,failed,Transaction for 39 coins via zalopay.
750,331,ORDER000750,52:10.2,720.96,26,zalopay,completed,Transaction for 26 coins via zalopay.
751,433,ORDER000751,52:10.2,528.9,100,momo,completed,Transaction for 100 coins via momo.
752,314,ORDER000752,52:10.2,402.13,9,zalopay,failed,Transaction for 9 coins via zalopay.
753,312,ORDER000753,52:10.2,296.87,42,zalopay,completed,Transaction for 42 coins via zalopay.
754,206,ORDER000754,52:10.2,145.98,82,momo,pending,Transaction for 82 coins via momo.
755,324,ORDER000755,52:10.2,822.95,61,zalopay,pending,Transaction for 61 coins via zalopay.
756,500,ORDER000756,52:10.2,990.6,16,momo,completed,Transaction for 16 coins via momo.
757,460,ORDER000757,52:10.2,610.77,55,zalopay,pending,Transaction for 55 coins via zalopay.
758,410,ORDER000758,52:10.2,670.33,74,zalopay,pending,Transaction for 74 coins via zalopay.
759,104,ORDER000759,52:10.2,985.36,49,zalopay,failed,Transaction for 49 coins via zalopay.
760,444,ORDER000760,52:10.2,550.28,78,zalopay,completed,Transaction for 78 coins via zalopay.
761,213,ORDER000761,52:10.2,908.81,79,momo,pending,Transaction for 79 coins via momo.
762,393,ORDER000762,52:10.2,779.51,60,zalopay,failed,Transaction for 60 coins via zalopay.
763,263,ORDER000763,52:10.2,623.77,52,zalopay,completed,Transaction for 52 coins via zalopay.
764,470,ORDER000764,52:10.2,93.78,42,momo,failed,Transaction for 42 coins via momo.
765,446,ORDER000765,52:10.2,185.22,60,momo,completed,Transaction for 60 coins via momo.
766,31,ORDER000766,52:10.2,741.05,79,code,failed,Transaction for 79 coins via code.
767,117,ORDER000767,52:10.2,270.66,81,code,completed,Transaction for 81 coins via code.
768,103,ORDER000768,52:10.2,403.25,17,code,pending,Transaction for 17 coins via code.
769,8,ORDER000769,52:10.2,686.14,32,zalopay,completed,Transaction for 32 coins via zalopay.
770,363,ORDER000770,52:10.2,790.27,19,momo,failed,Transaction for 19 coins via momo.
771,226,ORDER000771,52:10.2,815.78,19,zalopay,pending,Transaction for 19 coins via zalopay.
772,138,ORDER000772,52:10.2,912.4,11,momo,pending,Transaction for 11 coins via momo.
773,440,ORDER000773,52:10.2,406.95,43,code,failed,Transaction for 43 coins via code.
774,495,ORDER000774,52:10.2,601.59,60,code,pending,Transaction for 60 coins via code.
775,161,ORDER000775,52:10.2,256.94,63,momo,completed,Transaction for 63 coins via momo.
776,234,ORDER000776,52:10.2,991.7,32,zalopay,completed,Transaction for 32 coins via zalopay.
777,368,ORDER000777,52:10.2,665.87,98,momo,completed,Transaction for 98 coins via momo.
778,330,ORDER000778,52:10.2,606.51,51,zalopay,completed,Transaction for 51 coins via zalopay.
779,328,ORDER000779,52:10.2,973.9,83,zalopay,pending,Transaction for 83 coins via zalopay.
780,3,ORDER000780,52:10.2,919.18,20,momo,pending,Transaction for 20 coins via momo.
781,486,ORDER000781,52:10.2,817.42,79,momo,pending,Transaction for 79 coins via momo.
782,448,ORDER000782,52:10.2,493.85,73,zalopay,failed,Transaction for 73 coins via zalopay.
783,42,ORDER000783,52:10.2,772.85,82,momo,completed,Transaction for 82 coins via momo.
784,62,ORDER000784,52:10.2,856.48,24,code,failed,Transaction for 24 coins via code.
785,296,ORDER000785,52:10.2,277.42,25,zalopay,completed,Transaction for 25 coins via zalopay.
786,89,ORDER000786,52:10.2,545.91,78,code,failed,Transaction for 78 coins via code.
787,423,ORDER000787,52:10.2,723.28,40,zalopay,failed,Transaction for 40 coins via zalopay.
788,197,ORDER000788,52:10.2,545.2,26,code,completed,Transaction for 26 coins via code.
789,464,ORDER000789,52:10.2,165.99,77,zalopay,completed,Transaction for 77 coins via zalopay.
790,374,ORDER000790,52:10.2,309.13,1,momo,completed,Transaction for 1 coins via momo.
791,444,ORDER000791,52:10.2,30.67,7,code,completed,Transaction for 7 coins via code.
792,172,ORDER000792,52:10.2,171.01,31,code,completed,Transaction for 31 coins via code.
793,125,ORDER000793,52:10.2,660.95,33,code,completed,Transaction for 33 coins via code.
794,479,ORDER000794,52:10.2,98.52,85,code,completed,Transaction for 85 coins via code.
795,117,ORDER000795,52:10.2,777.46,13,momo,completed,Transaction for 13 coins via momo.
796,421,ORDER000796,52:10.2,873.91,8,momo,completed,Transaction for 8 coins via momo.
797,314,ORDER000797,52:10.2,236.43,78,zalopay,failed,Transaction for 78 coins via zalopay.
798,423,ORDER000798,52:10.2,322.77,65,code,completed,Transaction for 65 coins via code.
799,20,ORDER000799,52:10.2,405.52,9,momo,failed,Transaction for 9 coins via momo.
800,328,ORDER000800,52:10.2,592.89,14,code,pending,Transaction for 14 coins via code.
801,150,ORDER000801,52:10.2,323.2,95,code,failed,Transaction for 95 coins via code.
802,181,ORDER000802,52:10.2,554.74,72,code,pending,Transaction for 72 coins via code.
803,421,ORDER000803,52:10.2,288.53,24,zalopay,completed,Transaction for 24 coins via zalopay.
804,266,ORDER000804,52:10.2,555.31,60,momo,completed,Transaction for 60 coins via momo.
805,76,ORDER000805,52:10.2,274.6,75,zalopay,failed,Transaction for 75 coins via zalopay.
806,416,ORDER000806,52:10.2,437.29,21,zalopay,completed,Transaction for 21 coins via zalopay.
807,173,ORDER000807,52:10.2,84.07,15,zalopay,completed,Transaction for 15 coins via zalopay.
808,312,ORDER000808,52:10.2,330.56,99,momo,failed,Transaction for 99 coins via momo.
809,158,ORDER000809,52:10.2,249.02,32,code,pending,Transaction for 32 coins via code.
810,208,ORDER000810,52:10.2,781.54,57,zalopay,completed,Transaction for 57 coins via zalopay.
811,268,ORDER000811,52:10.2,532.91,37,zalopay,pending,Transaction for 37 coins via zalopay.
812,431,ORDER000812,52:10.2,655.8,89,zalopay,completed,Transaction for 89 coins via zalopay.
813,500,ORDER000813,52:10.2,155.32,96,zalopay,pending,Transaction for 96 coins via zalopay.
814,73,ORDER000814,52:10.2,91.86,41,code,pending,Transaction for 41 coins via code.
815,225,ORDER000815,52:10.2,302.6,33,momo,failed,Transaction for 33 coins via momo.
816,183,ORDER000816,52:10.2,931.11,58,momo,pending,Transaction for 58 coins via momo.
817,321,ORDER000817,52:10.2,778.41,57,zalopay,failed,Transaction for 57 coins via zalopay.
818,131,ORDER000818,52:10.2,861.9,89,code,failed,Transaction for 89 coins via code.
819,370,ORDER000819,52:10.2,177.74,16,zalopay,failed,Transaction for 16 coins via zalopay.
820,148,ORDER000820,52:10.2,913.8,14,zalopay,failed,Transaction for 14 coins via zalopay.
821,181,ORDER000821,52:10.2,919.51,39,code,completed,Transaction for 39 coins via code.
822,127,ORDER000822,52:10.2,817.52,66,zalopay,failed,Transaction for 66 coins via zalopay.
823,212,ORDER000823,52:10.2,515.12,83,code,pending,Transaction for 83 coins via code.
824,63,ORDER000824,52:10.2,693.03,71,zalopay,failed,Transaction for 71 coins via zalopay.
825,263,ORDER000825,52:10.2,280.84,41,zalopay,failed,Transaction for 41 coins via zalopay.
826,429,ORDER000826,52:10.2,895.28,58,momo,failed,Transaction for 58 coins via momo.
827,490,ORDER000827,52:10.2,566.02,75,momo,completed,Transaction for 75 coins via momo.
828,170,ORDER000828,52:10.2,804.93,37,zalopay,pending,Transaction for 37 coins via zalopay.
829,183,ORDER000829,52:10.2,539.48,97,momo,completed,Transaction for 97 coins via momo.
830,421,ORDER000830,52:10.2,845.02,89,momo,pending,Transaction for 89 coins via momo.
831,454,ORDER000831,52:10.2,713.8,28,momo,failed,Transaction for 28 coins via momo.
832,116,ORDER000832,52:10.2,866.66,78,code,pending,Transaction for 78 coins via code.
833,126,ORDER000833,52:10.2,810.91,40,momo,pending,Transaction for 40 coins via momo.
834,500,ORDER000834,52:10.2,396.01,88,zalopay,failed,Transaction for 88 coins via zalopay.
835,448,ORDER000835,52:10.2,705.98,13,code,failed,Transaction for 13 coins via code.
836,1,ORDER000836,52:10.2,202.81,32,code,completed,Transaction for 32 coins via code.
837,162,ORDER000837,52:10.2,177.42,50,zalopay,pending,Transaction for 50 coins via zalopay.
838,169,ORDER000838,52:10.2,334.18,9,zalopay,failed,Transaction for 9 coins via zalopay.
839,206,ORDER000839,52:10.2,394.23,26,code,failed,Transaction for 26 coins via code.
840,138,ORDER000840,52:10.2,194.98,34,momo,pending,Transaction for 34 coins via momo.
841,265,ORDER000841,52:10.2,648.1,64,code,pending,Transaction for 64 coins via code.
842,175,ORDER000842,52:10.2,601.25,57,code,failed,Transaction for 57 coins via code.
843,401,ORDER000843,52:10.2,854.22,88,momo,failed,Transaction for 88 coins via momo.
844,17,ORDER000844,52:10.2,310.42,73,zalopay,completed,Transaction for 73 coins via zalopay.
845,352,ORDER000845,52:10.2,326.45,79,zalopay,pending,Transaction for 79 coins via zalopay.
846,59,ORDER000846,52:10.2,32.51,48,code,completed,Transaction for 48 coins via code.
847,253,ORDER000847,52:10.2,779.31,34,zalopay,failed,Transaction for 34 coins via zalopay.
848,244,ORDER000848,52:10.2,714.48,68,momo,failed,Transaction for 68 coins via momo.
849,85,ORDER000849,52:10.2,620.04,67,code,pending,Transaction for 67 coins via code.
850,112,ORDER000850,52:10.2,962.17,35,code,pending,Transaction for 35 coins via code.
851,132,ORDER000851,52:10.2,619.18,79,zalopay,pending,Transaction for 79 coins via zalopay.
852,279,ORDER000852,52:10.2,782.96,43,code,completed,Transaction for 43 coins via code.
853,70,ORDER000853,52:10.2,239.43,49,code,failed,Transaction for 49 coins via code.
854,450,ORDER000854,52:10.2,227.68,75,momo,pending,Transaction for 75 coins via momo.
855,229,ORDER000855,52:10.2,958.22,31,code,pending,Transaction for 31 coins via code.
856,124,ORDER000856,52:10.2,45.19,11,code,completed,Transaction for 11 coins via code.
857,24,ORDER000857,52:10.2,953.22,7,zalopay,completed,Transaction for 7 coins via zalopay.
858,478,ORDER000858,52:10.2,373.18,40,momo,failed,Transaction for 40 coins via momo.
859,365,ORDER000859,52:10.2,17.79,64,momo,failed,Transaction for 64 coins via momo.
860,460,ORDER000860,52:10.2,484.49,39,code,pending,Transaction for 39 coins via code.
861,116,ORDER000861,52:10.2,539.79,86,zalopay,pending,Transaction for 86 coins via zalopay.
862,416,ORDER000862,52:10.2,735.43,79,momo,pending,Transaction for 79 coins via momo.
863,203,ORDER000863,52:10.2,916.03,61,code,completed,Transaction for 61 coins via code.
864,214,ORDER000864,52:10.2,427.45,64,code,failed,Transaction for 64 coins via code.
865,423,ORDER000865,52:10.2,87.11,16,zalopay,completed,Transaction for 16 coins via zalopay.
866,497,ORDER000866,52:10.2,548.81,11,momo,completed,Transaction for 11 coins via momo.
867,98,ORDER000867,52:10.2,622.27,94,code,completed,Transaction for 94 coins via code.
868,212,ORDER000868,52:10.2,802.88,53,zalopay,completed,Transaction for 53 coins via zalopay.
869,198,ORDER000869,52:10.2,535.63,68,zalopay,failed,Transaction for 68 coins via zalopay.
870,174,ORDER000870,52:10.2,52.14,46,momo,failed,Transaction for 46 coins via momo.
871,50,ORDER000871,52:10.2,389.34,16,momo,pending,Transaction for 16 coins via momo.
872,370,ORDER000872,52:10.2,784.6,74,zalopay,failed,Transaction for 74 coins via zalopay.
873,369,ORDER000873,52:10.2,392.64,19,zalopay,completed,Transaction for 19 coins via zalopay.
874,44,ORDER000874,52:10.2,176.53,55,momo,failed,Transaction for 55 coins via momo.
875,41,ORDER000875,52:10.2,328.85,7,momo,pending,Transaction for 7 coins via momo.
876,219,ORDER000876,52:10.2,294.19,53,zalopay,completed,Transaction for 53 coins via zalopay.
877,352,ORDER000877,52:10.2,492.37,80,zalopay,pending,Transaction for 80 coins via zalopay.
878,173,ORDER000878,52:10.2,383.65,16,code,pending,Transaction for 16 coins via code.
879,138,ORDER000879,52:10.2,558.11,19,code,completed,Transaction for 19 coins via code.
880,137,ORDER000880,52:10.2,375.5,6,momo,completed,Transaction for 6 coins via momo.
881,25,ORDER000881,52:10.2,752,65,zalopay,pending,Transaction for 65 coins via zalopay.
882,156,ORDER000882,52:10.2,994.24,1,zalopay,failed,Transaction for 1 coins via zalopay.
883,138,ORDER000883,52:10.2,754.04,72,zalopay,completed,Transaction for 72 coins via zalopay.
884,109,ORDER000884,52:10.2,932.41,41,momo,pending,Transaction for 41 coins via momo.
885,56,ORDER000885,52:10.2,874.18,61,momo,failed,Transaction for 61 coins via momo.
886,276,ORDER000886,52:10.2,182.28,6,code,failed,Transaction for 6 coins via code.
887,156,ORDER000887,52:10.2,132.79,37,zalopay,failed,Transaction for 37 coins via zalopay.
888,462,ORDER000888,52:10.2,549.33,83,momo,completed,Transaction for 83 coins via momo.
889,424,ORDER000889,52:10.2,245.93,65,zalopay,completed,Transaction for 65 coins via zalopay.
890,307,ORDER000890,52:10.2,864.68,84,momo,completed,Transaction for 84 coins via momo.
891,123,ORDER000891,52:10.2,998.97,44,code,pending,Transaction for 44 coins via code.
892,263,ORDER000892,52:10.2,281.25,67,zalopay,completed,Transaction for 67 coins via zalopay.
893,413,ORDER000893,52:10.2,139.25,86,zalopay,failed,Transaction for 86 coins via zalopay.
894,11,ORDER000894,52:10.2,678.82,2,momo,pending,Transaction for 2 coins via momo.
895,328,ORDER000895,52:10.2,430.94,22,zalopay,completed,Transaction for 22 coins via zalopay.
896,394,ORDER000896,52:10.2,238.21,47,momo,failed,Transaction for 47 coins via momo.
897,375,ORDER000897,52:10.2,224.85,60,zalopay,failed,Transaction for 60 coins via zalopay.
898,401,ORDER000898,52:10.2,498.02,39,zalopay,pending,Transaction for 39 coins via zalopay.
899,489,ORDER000899,52:10.2,693.74,35,momo,failed,Transaction for 35 coins via momo.
900,153,ORDER000900,52:10.2,27.58,74,momo,pending,Transaction for 74 coins via momo.
901,379,ORDER000901,52:10.2,611.95,62,zalopay,failed,Transaction for 62 coins via zalopay.
902,242,ORDER000902,52:10.2,33.56,80,code,pending,Transaction for 80 coins via code.
903,251,ORDER000903,52:10.2,34.99,19,code,pending,Transaction for 19 coins via code.
904,164,ORDER000904,52:10.2,505,16,zalopay,completed,Transaction for 16 coins via zalopay.
905,113,ORDER000905,52:10.2,753.71,26,code,failed,Transaction for 26 coins via code.
906,35,ORDER000906,52:10.2,328.85,66,zalopay,completed,Transaction for 66 coins via zalopay.
907,479,ORDER000907,52:10.2,918.9,98,zalopay,failed,Transaction for 98 coins via zalopay.
908,52,ORDER000908,52:10.2,730.86,15,code,failed,Transaction for 15 coins via code.
909,336,ORDER000909,52:10.2,736.66,89,code,completed,Transaction for 89 coins via code.
910,429,ORDER000910,52:10.2,561.69,45,zalopay,pending,Transaction for 45 coins via zalopay.
911,245,ORDER000911,52:10.2,107.43,19,code,completed,Transaction for 19 coins via code.
912,202,ORDER000912,52:10.2,559.87,51,momo,failed,Transaction for 51 coins via momo.
913,148,ORDER000913,52:10.2,808.06,16,zalopay,pending,Transaction for 16 coins via zalopay.
914,490,ORDER000914,52:10.2,195.22,12,code,pending,Transaction for 12 coins via code.
915,286,ORDER000915,52:10.2,674.51,93,momo,completed,Transaction for 93 coins via momo.
916,134,ORDER000916,52:10.2,183.92,62,code,failed,Transaction for 62 coins via code.
917,321,ORDER000917,52:10.2,15.49,75,code,completed,Transaction for 75 coins via code.
918,164,ORDER000918,52:10.2,790.33,96,momo,pending,Transaction for 96 coins via momo.
919,245,ORDER000919,52:10.2,886.62,51,momo,completed,Transaction for 51 coins via momo.
920,221,ORDER000920,52:10.2,406.03,23,momo,pending,Transaction for 23 coins via momo.
921,196,ORDER000921,52:10.2,773.81,40,code,failed,Transaction for 40 coins via code.
922,331,ORDER000922,52:10.2,425.12,73,zalopay,completed,Transaction for 73 coins via zalopay.
923,420,ORDER000923,52:10.2,801.76,61,zalopay,pending,Transaction for 61 coins via zalopay.
924,48,ORDER000924,52:10.2,445.47,98,momo,completed,Transaction for 98 coins via momo.
925,483,ORDER000925,52:10.2,542.92,68,zalopay,completed,Transaction for 68 coins via zalopay.
926,141,ORDER000926,52:10.2,362.96,60,code,failed,Transaction for 60 coins via code.
927,454,ORDER000927,52:10.2,40.8,38,momo,failed,Transaction for 38 coins via momo.
928,384,ORDER000928,52:10.2,696.85,69,code,failed,Transaction for 69 coins via code.
929,231,ORDER000929,52:10.2,452.88,21,code,pending,Transaction for 21 coins via code.
930,400,ORDER000930,52:10.2,348.64,83,momo,completed,Transaction for 83 coins via momo.
931,96,ORDER000931,52:10.2,440.32,29,zalopay,completed,Transaction for 29 coins via zalopay.
932,171,ORDER000932,52:10.2,542.58,27,zalopay,failed,Transaction for 27 coins via zalopay.
933,445,ORDER000933,52:10.2,493.67,48,momo,completed,Transaction for 48 coins via momo.
934,314,ORDER000934,52:10.2,84.07,57,code,failed,Transaction for 57 coins via code.
935,209,ORDER000935,52:10.2,541.57,35,code,completed,Transaction for 35 coins via code.
936,266,ORDER000936,52:10.2,524.31,63,zalopay,completed,Transaction for 63 coins via zalopay.
937,277,ORDER000937,52:10.2,871.88,41,momo,completed,Transaction for 41 coins via momo.
938,497,ORDER000938,52:10.2,145.35,56,zalopay,failed,Transaction for 56 coins via zalopay.
939,50,ORDER000939,52:10.2,912.02,67,code,failed,Transaction for 67 coins via code.
940,51,ORDER000940,52:10.2,860.08,46,momo,failed,Transaction for 46 coins via momo.
